config,weights,benchmark,optimization,total_nodes,avg_rank1_score,rank1_consistency,rank1_precision,mrr
support_only,sim=0.00 sup=1.00 dep=0.00,xor_chain,dc2,8,0.8125,1.0,0.0,0.0
support_only,sim=0.00 sup=1.00 dep=0.00,xor_chain,refactor,8,1.0,1.0,1.0,1.0
support_only,sim=0.00 sup=1.00 dep=0.00,xor_chain,refactor_z,8,1.0,1.0,0.625,0.625
support_only,sim=0.00 sup=1.00 dep=0.00,xor_chain,resub,8,1.0,1.0,1.0,1.0
support_only,sim=0.00 sup=1.00 dep=0.00,xor_chain,resyn,8,0.8125,0.75,0.375,0.375
support_only,sim=0.00 sup=1.00 dep=0.00,xor_chain,resyn2,8,0.8125,0.75,0.0,0.0
support_only,sim=0.00 sup=1.00 dep=0.00,xor_chain,resyn2_like,8,0.8125,0.75,0.0,0.0
support_only,sim=0.00 sup=1.00 dep=0.00,xor_chain,rewrite,8,1.0,1.0,1.0,1.0
support_only,sim=0.00 sup=1.00 dep=0.00,xor_chain,rewrite_z,8,0.8125,0.75,0.375,0.375
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_4,balance,31,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_4,compress2rs,23,0.9130434782608695,0.782608695652174,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_4,dc2,23,0.9130434782608695,0.782608695652174,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_4,refactor,23,0.9130434782608695,0.782608695652174,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_4,refactor_z,23,0.9130434782608695,0.782608695652174,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_4,resub,31,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_4,resyn,28,1.0,0.9642857142857143,0.5357142857142857,0.5357142857142857
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_4,resyn2,23,0.9130434782608695,0.782608695652174,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_4,resyn2_like,23,0.9130434782608695,0.782608695652174,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_4,rewrite,28,1.0,0.9642857142857143,0.5357142857142857,0.5357142857142857
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_4,rewrite_z,28,1.0,0.9642857142857143,0.5357142857142857,0.5357142857142857
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_8,balance,63,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_8,compress2rs,47,0.9148936170212766,0.7446808510638298,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_8,dc2,47,0.9148936170212766,0.7446808510638298,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_8,refactor,47,0.9148936170212766,0.7446808510638298,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_8,refactor_z,47,0.9148936170212766,0.7446808510638298,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_8,resub,63,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_8,resyn,56,1.0,0.9285714285714286,0.26785714285714285,0.26785714285714285
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_8,resyn2,47,0.9148936170212766,0.7446808510638298,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_8,resyn2_like,47,0.9148936170212766,0.7446808510638298,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_8,rewrite,56,1.0,0.9285714285714286,0.26785714285714285,0.26785714285714285
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_adder_8,rewrite_z,56,1.0,0.9285714285714286,0.26785714285714285,0.26785714285714285
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_2,balance,8,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_2,compress2rs,4,1.0,1.0,0.5,0.5
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_2,dc2,4,1.0,0.75,0.5,0.5
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_2,refactor,6,1.0,1.0,0.5,0.5
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_2,refactor_z,6,1.0,1.0,0.5,0.5
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_2,resub,5,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_2,resyn,5,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_2,resyn2,4,1.0,1.0,0.5,0.5
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_2,resyn2_like,4,1.0,1.0,0.5,0.5
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_2,rewrite,5,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_2,rewrite_z,5,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_4,balance,112,1.0,1.0,0.8571428571428571,0.8571428571428571
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_4,compress2rs,75,0.8588888888888889,0.7066666666666667,0.04,0.04
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_4,dc2,82,0.8516260162601628,0.6707317073170732,0.036585365853658534,0.036585365853658534
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_4,refactor,100,0.915,0.97,0.08,0.08
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_4,refactor_z,100,0.84,0.89,0.04,0.04
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_4,resub,101,0.9488448844884488,0.9405940594059405,0.1782178217821782,0.1782178217821782
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_4,resyn,83,0.8443775100401607,0.6987951807228916,0.060240963855421686,0.060240963855421686
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_4,resyn2,82,0.8424796747967479,0.6829268292682927,0.036585365853658534,0.036585365853658534
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_4,resyn2_like,82,0.8424796747967479,0.6829268292682927,0.036585365853658534,0.036585365853658534
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_4,rewrite,85,0.8823529411764706,0.9529411764705882,0.17647058823529413,0.17647058823529413
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_multiplier_4,rewrite_z,91,0.86996336996337,0.6593406593406593,0.054945054945054944,0.054945054945054944
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_16,balance,44,1.0,1.0,0.022727272727272728,0.022727272727272728
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_16,compress2rs,44,0.8863636363636364,0.8181818181818182,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_16,dc2,44,0.9772727272727273,0.6363636363636364,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_16,refactor,44,1.0,1.0,0.022727272727272728,0.022727272727272728
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_16,refactor_z,44,0.9545454545454546,0.9090909090909091,0.045454545454545456,0.045454545454545456
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_16,resub,44,1.0,1.0,0.022727272727272728,0.022727272727272728
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_16,resyn,44,0.9090909090909091,0.8409090909090909,0.022727272727272728,0.022727272727272728
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_16,resyn2,44,0.8863636363636364,0.8181818181818182,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_16,resyn2_like,44,0.8863636363636364,0.8181818181818182,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_16,rewrite,44,1.0,1.0,0.022727272727272728,0.022727272727272728
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_16,rewrite_z,44,0.9090909090909091,0.8636363636363636,0.022727272727272728,0.022727272727272728
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_4,balance,8,1.0,1.0,0.125,0.125
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_4,compress2rs,8,1.0,0.5,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_4,dc2,8,1.0,0.625,0.125,0.125
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_4,refactor,8,1.0,1.0,0.125,0.125
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_4,refactor_z,8,1.0,0.5,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_4,resub,8,1.0,1.0,0.125,0.125
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_4,resyn,8,1.0,0.75,0.125,0.125
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_4,resyn2,8,1.0,0.5,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_4,resyn2_like,8,1.0,0.5,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_4,rewrite,8,1.0,1.0,0.125,0.125
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_4,rewrite_z,8,1.0,0.75,0.125,0.125
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_8,balance,20,1.0,1.0,0.05,0.05
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_8,compress2rs,20,0.95,0.5,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_8,dc2,20,0.9,0.2,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_8,refactor,20,1.0,1.0,0.05,0.05
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_8,refactor_z,20,0.95,0.7,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_8,resub,20,1.0,1.0,0.05,0.05
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_8,resyn,20,0.9,1.0,0.05,0.05
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_8,resyn2,20,0.95,0.5,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_8,resyn2_like,20,0.95,0.5,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_8,rewrite,20,1.0,1.0,0.05,0.05
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_mux_tree_8,rewrite_z,20,0.9,1.0,0.05,0.05
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_random_medium,balance,17,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_random_medium,compress2rs,17,0.9411764705882353,0.5294117647058824,0.29411764705882354,0.29411764705882354
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_random_medium,dc2,17,0.9705882352941176,0.5882352941176471,0.17647058823529413,0.17647058823529413
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_random_medium,refactor,17,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_random_medium,refactor_z,17,1.0,0.5882352941176471,0.47058823529411764,0.47058823529411764
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_random_medium,resub,17,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_random_medium,resyn,17,0.9411764705882353,0.7647058823529411,0.29411764705882354,0.29411764705882354
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_random_medium,resyn2,17,0.9411764705882353,0.5294117647058824,0.29411764705882354,0.29411764705882354
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_random_medium,resyn2_like,17,0.9411764705882353,0.5294117647058824,0.29411764705882354,0.29411764705882354
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_random_medium,rewrite,17,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_random_medium,rewrite_z,17,0.9705882352941176,0.7058823529411765,0.5294117647058824,0.5294117647058824
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_16,balance,44,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_16,compress2rs,44,0.9185606060606062,0.2727272727272727,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_16,dc2,44,0.7157596144825247,0.4090909090909091,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_16,refactor,44,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_16,refactor_z,44,0.9886363636363636,0.9545454545454546,0.9318181818181818,0.9318181818181818
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_16,resub,44,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_16,resyn,44,0.9299242424242425,0.3409090909090909,0.06818181818181818,0.06818181818181818
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_16,resyn2,44,0.9185606060606062,0.2727272727272727,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_16,resyn2_like,44,0.9185606060606062,0.2727272727272727,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_16,rewrite,44,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_16,rewrite_z,44,0.9299242424242425,0.3409090909090909,0.06818181818181818,0.06818181818181818
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_32,balance,92,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_32,compress2rs,92,0.9401811594202899,0.30434782608695654,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_32,dc2,92,0.855068185047405,0.5760869565217391,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_32,refactor,92,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_32,refactor_z,92,0.9945652173913043,0.9782608695652174,0.967391304347826,0.967391304347826
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_32,resub,92,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_32,resyn,92,0.9456159420289856,0.33695652173913043,0.03260869565217391,0.03260869565217391
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_32,resyn2,92,0.9401811594202899,0.30434782608695654,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_32,resyn2_like,92,0.9401811594202899,0.30434782608695654,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_32,rewrite,92,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_32,rewrite_z,92,0.9456159420289856,0.33695652173913043,0.03260869565217391,0.03260869565217391
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_8,balance,20,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_8,compress2rs,20,0.8458333333333332,0.25,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_8,dc2,20,1.0,0.55,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_8,refactor,20,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_8,refactor_z,20,0.975,0.9,0.85,0.85
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_8,resub,20,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_8,resyn,20,0.8708333333333332,0.35,0.15,0.15
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_8,resyn2,20,0.8458333333333332,0.25,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_8,resyn2_like,20,0.8458333333333332,0.25,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_8,rewrite,20,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,generated_xor_chain_8,rewrite_z,20,0.8708333333333332,0.35,0.15,0.15
depth_only,sim=0.00 sup=0.00 dep=1.00,majority3,balance,4,1.0,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,majority3,compress2rs,3,1.0,1.0,0.3333333333333333,0.3333333333333333
depth_only,sim=0.00 sup=0.00 dep=1.00,majority3,dc2,3,1.0,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,majority3,refactor,3,1.0,0.6666666666666666,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,majority3,refactor_z,3,1.0,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,majority3,resub,4,1.0,1.0,0.25,0.25
depth_only,sim=0.00 sup=0.00 dep=1.00,majority3,resyn,4,1.0,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,majority3,resyn2,3,1.0,1.0,0.3333333333333333,0.3333333333333333
depth_only,sim=0.00 sup=0.00 dep=1.00,majority3,resyn2_like,3,1.0,1.0,0.3333333333333333,0.3333333333333333
depth_only,sim=0.00 sup=0.00 dep=1.00,majority3,rewrite,4,1.0,1.0,0.25,0.25
depth_only,sim=0.00 sup=0.00 dep=1.00,majority3,rewrite_z,4,1.0,1.0,0.25,0.25
depth_only,sim=0.00 sup=0.00 dep=1.00,mux2,balance,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,mux2,compress2rs,2,1.0,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,mux2,dc2,2,1.0,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,mux2,refactor,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,mux2,refactor_z,2,1.0,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,mux2,resub,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,mux2,resyn,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,mux2,resyn2,2,1.0,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,mux2,resyn2_like,2,1.0,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,mux2,rewrite,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,mux2,rewrite_z,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_comparator_4,balance,14,0.9642857142857143,1.0,0.07142857142857142,0.07142857142857142
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_comparator_4,compress2rs,14,0.9642857142857143,1.0,0.07142857142857142,0.07142857142857142
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_comparator_4,dc2,14,0.9642857142857143,0.7857142857142857,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_comparator_4,refactor,14,1.0,1.0,0.14285714285714285,0.14285714285714285
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_comparator_4,refactor_z,14,0.9642857142857143,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_comparator_4,resub,14,1.0,1.0,0.14285714285714285,0.14285714285714285
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_comparator_4,resyn,14,0.9642857142857143,0.35714285714285715,0.07142857142857142,0.07142857142857142
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_comparator_4,resyn2,14,0.9642857142857143,1.0,0.07142857142857142,0.07142857142857142
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_comparator_4,resyn2_like,14,0.9642857142857143,1.0,0.07142857142857142,0.07142857142857142
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_comparator_4,rewrite,14,1.0,1.0,0.14285714285714285,0.14285714285714285
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_comparator_4,rewrite_z,14,1.0,0.7142857142857143,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_full_adder,balance,9,1.0,1.0,0.5555555555555556,0.5555555555555556
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_full_adder,compress2rs,5,1.0,0.6,0.4,0.4
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_full_adder,dc2,6,0.8333333333333334,0.8333333333333334,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_full_adder,refactor,8,1.0,0.75,0.375,0.375
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_full_adder,refactor_z,8,1.0,0.75,0.25,0.25
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_full_adder,resub,9,1.0,1.0,0.6666666666666666,0.6666666666666666
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_full_adder,resyn,9,1.0,1.0,0.5555555555555556,0.5555555555555556
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_full_adder,resyn2,8,1.0,0.75,0.375,0.375
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_full_adder,resyn2_like,8,1.0,0.75,0.375,0.375
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_full_adder,rewrite,9,1.0,1.0,0.6666666666666666,0.6666666666666666
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_full_adder,rewrite_z,9,1.0,1.0,0.6666666666666666,0.6666666666666666
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_mux_4to1,balance,10,1.0,0.6,0.2,0.2
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_mux_4to1,compress2rs,8,1.0,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_mux_4to1,dc2,8,1.0,0.25,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_mux_4to1,refactor,8,0.875,0.25,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_mux_4to1,refactor_z,8,1.0,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_mux_4to1,resub,10,1.0,1.0,0.1,0.1
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_mux_4to1,resyn,8,0.875,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_mux_4to1,resyn2,8,1.0,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_mux_4to1,resyn2_like,8,1.0,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_mux_4to1,rewrite,8,0.875,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_mux_4to1,rewrite_z,8,0.875,1.0,0.0,0.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_parity_8,balance,20,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_parity_8,compress2rs,20,0.975,0.3,0.15,0.15
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_parity_8,dc2,20,1.0,0.45,0.05,0.05
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_parity_8,refactor,20,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_parity_8,refactor_z,20,1.0,0.4,0.4,0.4
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_parity_8,resub,20,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_parity_8,resyn,20,0.975,0.9,0.75,0.75
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_parity_8,resyn2,20,0.975,0.3,0.15,0.15
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_parity_8,resyn2_like,20,0.975,0.3,0.15,0.15
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_parity_8,rewrite,20,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_parity_8,rewrite_z,20,0.975,0.9,0.75,0.75
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_priority_enc_4,balance,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_priority_enc_4,compress2rs,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_priority_enc_4,dc2,2,0.75,1.0,0.5,0.5
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_priority_enc_4,refactor,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_priority_enc_4,refactor_z,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_priority_enc_4,resub,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_priority_enc_4,resyn,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_priority_enc_4,resyn2,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_priority_enc_4,resyn2_like,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_priority_enc_4,rewrite,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,real_hand_written_priority_enc_4,rewrite_z,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,toy_and_or,balance,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,toy_and_or,compress2rs,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,toy_and_or,dc2,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,toy_and_or,refactor,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,toy_and_or,refactor_z,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,toy_and_or,resub,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,toy_and_or,resyn,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,toy_and_or,resyn2,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,toy_and_or,resyn2_like,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,toy_and_or,rewrite,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,toy_and_or,rewrite_z,2,1.0,1.0,1.0,1.0
depth_only,sim=0.00 sup=0.00 dep=1.00,xor_chain,balance,8,1.0,1.0,1.0,1.0
